conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
http://data.europa.eu/esco/skill/50747cbd-5160-4f1b-a6a1-f03f87ab26f2,knowledge,occupation-specific,raisin grapes,"cultivation of raisin grapes
growing of raisin grapes
science of raisin grapes
types of raisin grapes
issues in raisin grape growing
techniques for raisin grape growing",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The rules and conditions for growing raisin grapes: characteristics of the vine and growing regulations.
http://data.europa.eu/esco/skill/50ab7296-bc34-4cb1-9fdb-7cf7b6f80f9c,skill/competence,cross-sector,maintain work standards,"elaborate work standards
keep up with work standards
maintaining work skills and methods standards
maintain work skills and methods",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Maintaining standards of work in order to improve and acquire new skills and work methods.
http://data.europa.eu/esco/skill/51097602-8e4e-4830-8f35-d77afc713fc0,skill/competence,sector-specific,prune hedges and trees,"hedges and trees cutting
hedges and trees pruning
cutting hedges and trees
pruning hedges and trees
hedge and tree cutting
hedge and tree pruning
cut hedges and trees
pruning of hedges and trees
cutting of hedges and trees",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Cut and prune trees and hedges in ornemental forms, considering botanical and esthetical aspects."
http://data.europa.eu/esco/skill/5125b132-d1a9-41a4-95c3-91b0984e86b5,skill/competence,sector-specific,maintain ground,"maintain grounds
maintaining landscape
maintaining landscapes
maintaining grounds
maintain landscapes
maintaining ground
maintain landscape
landscape maintaining
ground maintaining
grounds maintaining
landscapes maintaining",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mow grass, rake leaves, and remove fallen limbs and trash. Remove weeds from landscapes in parks, greenways and other properties. Maintain the grounds and landscapes of private clients and businesses. Perform maintenance such as fertilising; spraying for weed and pest controls; planting, pruning and removing trees and shrubs; mow, trim, edge, cut and clean up uncontrolled weeds."
http://data.europa.eu/esco/skill/51754b8a-3e2c-4cc1-86e6-cf510d9c6fe4,skill/competence,cross-sector,use personal protection equipment,"oversee personal protection equipment
use equipment for personal protection
examine personal safety gear
oversee PPE",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make use of protection equipment according to training, instruction and manuals. Inspect the equipment and use it consistently."
http://data.europa.eu/esco/skill/518779a6-ea5d-4e4b-8029-8bc90b5bcb92,knowledge,sector-specific,agricultural business management,"principles of agricultural business operations
methods of agricultural business management
techniques of agricultural business operations
principles of agricultural business management
business management in agriculture
techniques of agricultural business management
business operations in agriculture
methods of agricultural business operations",,released,2023-01-27T17:13:35.602Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The business principles behind agricultural production and the marketing of its products.
http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7,skill/competence,sector-specific,manage intellectual property rights,"manage copyrights
administer copyrights
administer intellectual property rights",,released,2024-02-26T16:26:56.216Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research",Deal with the private legal rights that protect the products of the intellect from unlawful infringement.
http://data.europa.eu/esco/skill/51b4a8c4-6af7-41b7-a68d-f3c2fd63c9ec,skill/competence,sector-specific,de-limb trees,"lop trees
lop tree branches
tree branch pruning
prune tree branches
tree branch lopping
tree pruning
prune trees
tree lopping
tree de-limbing
tree cutting to clear public access
cut trees to allow public access
fell trees to allow public access
fell trees to clear public access
cut trees to clear public access
remove tree limbs
tree limbs removing
trees de-limbing",,released,2025-07-31T09:44:46.321Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",De-limb trees ensuring that the quality is within specified limits with regard to health and safety regulations. Cut trees or parts of trees to clear the public access and electrical cables.
http://data.europa.eu/esco/skill/51f30679-bc69-4fc8-b456-d3e6a560fe0b,skill/competence,sector-specific,assist in transportation of animals,"help with transportation of animal
assist in animal transportation
assist in animal transport processes
support transportation of animals
help with transportation of animals
support with transportation of animals
assist with transferring animals
assist with help throughout transport process
assist in animal transportations
assist with animal transport process",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Assist with the transportation of animals, including the loading and unloading of animals, the preparation of the transport vehicle, and maintaining the wellbeing of the animal throughout the transport process."
http://data.europa.eu/esco/skill/521346cd-f6b7-4dfc-aad5-7a17fd9b27a3,skill/competence,sector-specific,work in a land-based team,"land-based team work
collaborating in land-based activities
working in a land-based team
land-based team working
collaborate in land-based machinery activities
collaborating in land-based machinery activities
collaborate in land-based activities
collaborating in landscaping activities
collaborate in landscaping activities",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Collaborate with others in a team for land-based machinery activities regarding services for agricultural production and landscaping.
http://data.europa.eu/esco/skill/53103efa-a525-4a5b-81e5-282c4331e72c,skill/competence,sector-specific,programme work according to incoming orders,"allocate resources according to volume of work and availability
assign work tasks according to availability of resources
program work according to incoming orders
schedule work tasks according to availability of resources
scheduling activities considering volume of work and availability of resources
perform scheduling activities considering volume of work and availability of resources
undertake scheduling activities considering availability of resources and volume of work
programme work tasks according to resource availability
assign work tasks according to resource availability
schedule work according to availability of resources
programme work according to availability of resources
perform scheduling activities considering availability of resources and volume of work",,released,2025-04-16T11:38:27.205Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Schedule tasks based on incoming work. Anticipate the total amount of resources required to complete the work and assign them accordingly. Assess the required working hours, pieces of equipment, and workforce needed taking into account the available resources."
http://data.europa.eu/esco/skill/540e80b9-0e1e-4842-a9d8-e46804e567f0,skill/competence,sector-specific,provide care for horses,"preparing horses
providing horses with care
care providing for horses
look after horses
care for horses
providing care for horses
looking after horses
horse care providing
caring for horses
prepare horses
provide horses with care",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Provide care for horses includes cleaning, housing, preparing horses and ponies for riding, fixating and leading horses, taking into account the safety regulations for horses and people and the specific requirements of horse at hand, using proper methods and equine tools and equipment."
http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462,skill/competence,cross-sector,use technical drawing software,"design creation using specialist software
design using specialist software
design with specialist software
using of technical drawing software
usage of technical drawing software
technical drawing software usage
designing using specialist software
use of technical drawing software
designing with specialist software
create designs with specialist software
using technical drawing software",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create technical designs and technical drawings using specialised software.
